SMILES,caco2_log10
[H]c1c([H])c(C([H])([H])[N+]([H])(C([H])([H])C23C([H])([H])C([H])([H])C(C(=O)[O-])(C([H])([H])C2([H])[H])C([H])([H])C3([H])[H])C([H])(c2c([H])c([H])c3c(c2[H])C([H])([H])C([H])([H])O3)C([H])([H])[H])c([H])c(OC([H])([H])[H])c1OC([H])([H])C([H])([H])N1C(=O)C([H])([H])C([H])([H])C1=O,-5.1831
[H]c1c([H])c(C([H])([H])[N+]([H])(C([H])(c2c([H])c([H])c3c(c2[H])C([H])([H])C([H])([H])O3)C([H])([H])[H])C([H])([H])[C@]2([H])C([H])([H])C([H])([H])[C@@]([H])(C(=O)[O-])C([H])([H])C2([H])[H])c([H])c(OC([H])([H])[H])c1OC([H])([H])C([H])([H])[N+]1([H])C(=O)C([H])([H])C([H])([H])C1=O,-6.00877
[H]O[C@]1([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[C@]1([H])N([H])C(=O)[C@]([H])(C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[C@]([H])(OC(=O)[C@@]([H])(N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[N+]1([H])C([H])([H])C([H])([H])N(C([H])([H])c2c([H])nc([H])c([H])c2[H])C([H])([H])[C@@]1([H])C(=O)N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],-5.28988
[H]Oc1c(C2=[N+]([H])S(=O)(=O)c3c([H])c(N(C([H])([H])[H])S(=O)(=O)C([H])([H])[H])c([H])c([H])c3N2[H])c(=O)n(C([H])([H])c2c([H])c([H])c(F)c([H])c2[H])n2c([H])c([H])c([H])c12,-6.04576
[H]C([H])=C([H])[C@]1([H])C([H])([H])[C@@]1(C(=O)[N-]S(=O)(=O)C1([H])C([H])([H])C1([H])[H])N([H])C(=O)[C@]1([H])C([H])([H])[C@@](OC([H])([H])[H])(c2c([H])c([H])c(-c3c([H])c([H])c(OC([H])([H])[H])c([H])c3[H])c([H])c2[H])C([H])([H])[N+]1([H])C(=O)[C@@]([H])(N([H])C(=O)OC1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],-4.95861
[H]SC([H])([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)N([H])c1c([H])c([H])c([H])c2c([H])c([H])c([H])nc12,-4.85078
[H]c1nc(N2C([H])([H])[C@]3(C(=O)N(c4c([H])c(Cl)c([H])c(Cl)c4[H])C(=O)[N+]3([H])C([H])([H])[H])[C@]([H])(c3c([H])c([H])c(C#N)c([H])c3[H])C2([H])[H])c([H])c([H])c1C(=O)[O-],-4.82974
[H]OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]([H])(OC([H])([H])C([H])([H])[H])[C@@](O[H])(C([H])([H])[H])[C@@]1([H])C([H])([H])C([H])([H])[C@@]2(O[H])C3=C([H])C(=O)[C@]4([H])C([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])C([H])([H])[C@@]4(C([H])([H])[H])C3([H])C([H])([H])C([H])([H])[C@@]21C([H])([H])[H],-4.86012
[H]c1c([H])c2c(c([H])c1[N-]S(=O)(=O)C([H])([H])[H])S(=O)(=O)[N+]([H])=C(C1=C([O-])C3([H])N(N(C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C1=O)C([H])([H])C([H])([H])C3([H])[H])N2[H],-6.69897
[H]Oc1c([H])c([O-])c2c(=O)c([H])c(-c3c([H])c([H])c([H])c([H])c3[H])oc2c1[H],-5.01055
[H]c1nn(C([H])([H])[H])c(Cl)c1C(=O)[N+]1([H])C([H])([H])C([H])([H])C([H])([N+]([H])([H])c2c([H])c(=O)[n-]c3c([H])c([H])c(F)c([H])c23)C([H])([H])C1([H])[H],-6.22185
[H]c1c([H])c([N+](=O)[O-])c([H])c([N+](=O)[O-])c1[O-],-4.61979
[H]Oc1c([H])c(C([H])([H])C([H])([H])O[C@]2([H])O[C@]([H])(C([H])([H])O[C@]3([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]3([H])O[H])[C@@]([H])(OC(=O)/C([H])=C(\[H])c3c([H])c([H])c(O[H])c(O[H])c3[H])[C@]([H])(O[C@]3([H])O[C@@]([H])(C([H])([H])[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@@]3([H])O[H])[C@@]2([H])O[H])c([H])c([H])c1[O-],-6.64975
[H][N-]S(=O)(=O)c1c([H])c([H])c(-n2nnc([C@@]3([H])[C@]([H])(O[H])C([H])([H])[C@]([H])(O[H])[C@]3([H])C([H])([H])/C([H])=C(/[H])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-])c2[H])c([H])c1[H],-5.48149
[H]c1nc(N([H])c2nc(C([H])([H])[H])c(F)c(C([H])([H])C([H])([H])[H])c2[H])nc(N([H])c2nn(C([H])([H])[H])c(C([H])([H])[H])c2[H])c1N1C([H])([H])C([H])([H])[N+]([H])([H])[C@]([H])(C([H])([H])[H])C1([H])[H],-5.30103
[H]Oc1c([H])c(-c2oc3c([H])c([O-])c([H])c([O-])c3c(=O)c2O[H])c([H])c(O[H])c1O[H],-5.76955
[H]c1c([H])c(OC([H])([H])[H])c([H])c([H])c1[N-]S(=O)(=O)c1c([H])c([H])c2c(c1[H])C(=O)N([H])C(C([H])([H])[H])(C([H])([H])C([H])([H])[H])C(=O)N2[H],-5.82391
[H]OC([H])([H])C([H])([H])N([H])c1nc2c(nnn2C([H])([H])c2c([H])c([H])c3nc([H])c([H])c([H])c3c2[H])nc1[H],-5.5544
[H]c1nc(C([H])([H])[H])n(C([H])([H])C2([H])C(=O)c3c(n(C([H])([H])[H])c4c([H])c([H])c([H])c([H])c34)C([H])([H])C2([H])[H])c1[H],-3.96
[H]c1c([H])c(Cl)c(C(=O)N([H])c2c(C(=O)N([H])C3([H])C([H])([H])C([H])([H])N([H])C([H])([H])C3([H])[H])nn([H])c2[H])c(Cl)c1[H],-7.0
[H]c1c([H])c([H])c([C@]2(C([H])([H])[H])Oc3c([H])c([H])c(-c4c(N([H])[H])nc(N([H])[H])nc4C([H])([H])C([H])([H])[H])c([H])c3N(C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])[H])C2=O)c([H])c1[H],-5.67778
[H]c1c(F)c(C([H])([H])[H])c(-c2c([H])c([H])n3c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])nnc3c2[H])c([H])c1C(=O)N([H])C1([H])C([H])([H])C1([H])[H],-4.56864
[H]c1c([H])c(N([H])c2c([H])c([H])c([N+](=O)[O-])c(C(F)(F)F)c2[H])c([H])c([H])c1OC([H])([H])C(=O)N1C([H])([H])C([H])([H])N(C([H])([H])C2([H])Oc3c([H])c([H])c(C(F)(F)F)c([H])c3C2([H])[H])C([H])([H])C1([H])[H],-5.25964
[H]OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])c1nc(-c2nc([H])n(C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])n2)n([H])c1[H],-5.29243
[H]c1c(F)c(N2C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])c2c1c(=O)c(C(=O)OC([H])([H])C([H])([H])[H])c([H])n2C1([H])C([H])([H])C1([H])[H],-5.46218
[H]Oc1c([H])c([H])c(C([H])([H])[C@@]([H])(C(=O)N([H])[C@]([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])N([H])C(N([H])[H])=[N+]([H])[H])[N+]([H])([H])[H])c([H])c1[H],-7.30103
[H]/C1=C(\[H])[C@]2([H])C([H])([H])[C@@]2(C(=O)[N-]S(=O)(=O)C2([H])C([H])([H])C2([H])[H])N([H])C(=O)[C@]2([H])C([H])([H])[C@@]([H])(OC(=O)N([H])c3c([H])c(C([H])([H])[H])c([H])c([H])c3-c3nc([H])c(C([H])([H])C([H])([H])[H])s3)C([H])([H])[C@@]2([H])C(=O)[N+]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],-4.82391
[H]OC([H])([H])c1c([H])c([H])c(C(=O)c2c([H])n([H])c3nc([H])c(-c4c([H])nn(C([H])([H])[H])c4OC([H])([H])[H])c([H])c23)c(Cl)c1[H],-5.10791
[H]ON([H])C(=O)[C@@]1([H])C([H])([H])[C@]([H])(O[H])C([H])([H])[C@@]1([H])N([H])C(=O)c1c([H])c([H])c(OC([H])([H])c2c([H])c(C([H])([H])[H])nc3c([H])c([H])c([H])c([H])c23)c([H])c1[H],-7.0
[H]c1c(Cl)c([H])c2c(c1Cl)C([H])([H])[C@]([H])(N1C([H])([H])C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C1([H])[H])[C@@]2([H])Oc1c([H])c([H])c(-n2c(C([H])([H])[H])nnc2C([H])([H])[H])c([H])c1[H],-6.52288
[H]c1nc2[n-]c(-c3c([H])c([H])c(Br)c([H])c3[H])nc2c([H])c1N([H])C(=O)c1c(F)c([H])c([H])c([N-]S(=O)(=O)C([H])([H])C([H])([H])C([H])([H])[H])c1F,-5.88606
[H]c1c([H])c([H])c2c(c1[H])c(C([H])([H])[C@@]([H])(C(=O)N([H])[H])N([H])C(=O)[C@@]([H])(N([H])C(=O)C([H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])[N+]([H])([H])[H])C([H])([H])C([H])([H])C(=O)[O-])c([H])n2[H],-5.31426
[H]OC([H])(C([H])([H])Oc1c([H])c([H])c([H])c2c1c([H])c([H])n2[H])C([H])([H])N([H])C([H])(C([H])([H])[H])C([H])([H])[H],-4.59517
[H]Oc1c([H])c([H])c2c3c1O[C@@]1([H])[C@@]([H])(N([H])C(=O)c4nc([H])c5c([H])c([H])c([H])c([H])c5c4[H])C([H])([H])C([H])([H])[C@]4(O[H])[C@@]31C([H])([H])C([H])([H])[N+]([H])(C([H])([H])C1([H])C([H])([H])C1([H])[H])[C@]4([H])C2([H])[H],-5.52288
[H]c1c([H])c(N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c([H])c1C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+]1([H])C([H])([H])C([H])([H])N(c2noc3c([H])c([H])c(OC([H])([H])[H])c([H])c23)C([H])([H])C1([H])[H],-4.44009
[H]c1c([H])c([H])c2c(c1[H])Sc1c([H])c([H])c(C(=O)[O-])c([H])c1N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])N(c2c([H])c(=O)n(C([H])([H])[H])c(=O)n2C([H])([H])[H])C([H])([H])C1([H])[H],-4.6925
[H]ON([H])C(=O)c1c([H])c([H])c(C([H])([H])N([H])c2c([H])c([H])c([H])c3c([H])c([H])c([H])nc23)c([H])c1[H],-4.61979
[H]OC1(c2c([H])c([H])c3c(c2[H])OC([H])([H])O3)C(=O)N(C([H])([H])C([H])([H])C2([H])C([H])([H])C2([H])[H])c2c([H])c([H])c([H])c([H])c21,-4.70115
[H]c1c([H])c(C([H])([H])[N+]2([H])C(=O)C(C3=[N+]([H])S(=O)(=O)c4c([H])c(N([H])S(=O)(=O)C([H])([H])[H])c([H])c([H])c4N3[H])=C([O-])[C@]3([H])[C@@]4([H])C([H])([H])C([H])([H])[C@]([H])(C4([H])[H])[C@@]32[H])c([H])c(F)c1F,-5.97881
[H]c1nc(N([H])C([H])([H])C(F)(F)c2c([H])c([H])c([H])c([H])c2[H])c(=O)n(C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])ON([H])C(N([H])[H])=[N+]([H])[H])c1Cl,-6.30103
[H]Oc1c([H])c([H])c(-c2c([H])c([H])c(F)c([H])c2F)c([H])c1C(=O)[O-],-4.73755
[H]/C(C(=O)N([H])[H])=C(/c1c(F)c(F)c([H])c(F)c1F)c1c([H])c([H])c2nc(N([H])[H])n(S(=O)(=O)C([H])(C([H])([H])[H])C([H])([H])[H])c2c1[H],-4.19997
[H][N-]S(=O)(=O)c1c([H])c([H])c([H])c([H])c1-c1c([H])c([H])c(N([H])C(=O)c2c([H])c(C([H])([H])[H])nn2-c2c([H])c([H])c([H])c(C([H])([H])N([H])[H])c2[H])c([H])c1[H],-6.69897
[H]c1nc(C(=O)N([H])C([H])([H])[H])c([H])c(Oc2c([H])c([H])c3sc(N([H])c4c([H])c([H])c(C([H])([H])[H])c([H])c4[H])nc3c2[H])c1[H],-5.0
[H]C1=C(c2c([O-])c3c([H])c(F)c([H])c([H])c3n(C([H])([H])c3c([H])c([H])c(F)c([H])c3[H])c2=O)N([H])c2c([H])c([H])c([H])c([H])c2S1(=O)=O,-6.22185
[H]OC([H])([H])C([H])([H])N(c1nc([H])nc2c1sc1nc(N3C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])c3c(c12)C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])OC3([H])[H])C([H])([H])C([H])([H])[N+]1([H])C([H])([H])C([H])([H])OC([H])([H])C1([H])[H],-4.41229
[H]/C1=C(\[H])[C@]2([H])C([H])([H])[C@@]2(C(=O)[N-]S(=O)(=O)C2([H])C([H])([H])C2([H])[H])N([H])C(=O)[C@@]2([H])N(C(=O)[C@]([H])(N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C([H])([H])[C@]([H])(Oc1c([H])c(OC([H])([H])C([H])([H])[H])nc3c(C([H])([H])[H])c(OC([H])([H])[H])c([H])c([H])c13)C2([H])[H],-6.04576
[H]O[C@@]1([H])C([H])([H])N(c2nc([H])c(C(=O)N([H])c3c([H])c([H])c(OC(F)(F)Cl)c([H])c3[H])c([H])c2-c2[n-]nc([H])c2F)C([H])([H])C1([H])[H],-5.11351
[H]c1nc(N([H])[H])c([H])c([H])c1-c1c([H])c([H])c2nc(N([H])C(=O)C([H])([H])[H])sc2c1[H],-4.33724
[H]c1c([H])c([H])c(C2([N+]3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],-4.6073
[H]c1nc([H])n(C([H])([H])[H])c1C([H])([H])N(c1c([H])c([H])c(-c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H])C([H])([H])C([H])([H])[N+]([H])(C([H])([H])c1c([H])c([H])c([H])c([H])c1C([H])([H])[H])S(=O)(=O)c1nc([H])n(C([H])([H])[H])c1[H],-6.39794
[H]O[C@@]([H])(C(=O)O[C@]1([H])C(C([H])([H])[H])=C2C(C([H])([H])[H])(C([H])([H])[H])[C@]3(OC(=O)O[C@]31[H])[C@@]([H])(OC(=O)c1c([H])c([H])c([H])c([H])c1[H])[C@@]1([H])[C@](C([H])([H])[H])(C(=O)[C@]2([H])OC([H])([H])[H])[C@@]([H])(OC([H])([H])[H])C([H])([H])[C@@]2([H])OC([H])([H])[C@]21OC(=O)C([H])([H])[H])[C@]([H])(c1c([H])c([H])c([H])c([H])c1[H])N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],-5.54821
[H]/C(=C(/[H])c1c([H])c([H])c([H])c([H])c1-c1c([H])c([H])c([H])c([H])c1C([H])([H])N([H])C(=O)c1c([H])nc(OC([H])([H])[H])c([H])c1[H])c1c([H])c([H])c(F)c([H])c1[H],-5.07263
[H]c1c(C(=O)N([H])c2nc3c([H])c([H])c([H])c([H])c3n2[H])nnc(N2C([H])([H])C([H])([H])N(C(=O)c3c([H])c([H])c([H])c([H])c3C(F)(F)F)C([H])([H])C2([H])[H])c1[H],-4.60206
[H]N1C(=O)[C@@]([H])(C([H])([H])[H])N(C([H])([H])[H])C(=O)[C@]([H])(C([H])([H])[H])[N+]([H])(C([H])([H])[H])C(=O)[C@@]([H])(C([H])([H])[H])N(C([H])([H])[H])C(=O)[C@@]([H])(C([H])([H])[H])N(C([H])([H])[H])C(=O)[C@]([H])(C([H])([H])[H])N([H])C(=O)[C@]1([H])C([H])([H])[H],-5.82102
[H]O[C@@]1([H])C([H])([H])[C@@]2(C([H])([H])[H])[C@](O[H])(C(=O)C([H])=C3[C@]4(O[H])C([H])([H])C([H])([H])[C@]([H])([C@](O[H])(C([H])([H])[H])[C@@]([H])(O[H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])[C@@]4(C([H])([H])[H])C([H])([H])[C@@]([H])(O[H])[C@@]32[H])C([H])([H])[C@@]1([H])O[H],-4.8962
[H]c1c(Cl)c([H])c2sc(C([H])([H])n3c(C(=O)N([H])C4([H])C([H])([H])C([H])([H])N(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C4([H])[H])c([H])c4c([H])c([H])c([H])c([H])c43)c([H])c2c1[H],-6.82391
[H]c1nc(N([H])c2c([H])c([H])c(C(=O)[O-])c([H])c2[H])nc2c1C([H])([H])N=C(c1c(F)c([H])c([H])c([H])c1F)c1c([H])c(Cl)c([H])c([H])c1-2,-4.26761
[H]c1nc([H])c([H])c(N(C(=O)[C@@]2([H])N(C(=O)N([H])[C@@]([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])([H])[H])C(=O)[C@]2([H])C([H])([H])c2c([H])c([H])nc(N([H])[H])c2[H])C([H])([H])[H])c1[H],-5.0
[H]c1nc(S(=O)(=O)[N+]([H])(C([H])([H])C2([H])C([H])([H])C([H])([H])[N+]([H])(C(=O)c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C2([H])[H])C2([H])C([H])([H])c3c([H])c(C#N)c([H])c([H])c3N(C([H])([H])c3c([H])nc([H])n3C([H])([H])[H])C2([H])[H])c([H])c([H])c1[H],-6.30103
[H]c1nc(-c2c([H])c([H])nc([H])c2F)c(-c2c([H])c([H])nc([H])c2[H])nc1N([H])C(=O)C1([H])C([H])([H])C1([H])[H],-4.48149
[H]O[C@@]1([H])C([H])([H])[C@@]([H])(O[H])[C@]([H])(/C([H])=C(\[H])C(=O)[N+]([H])(C([H])([H])C([H])([H])[H])[C@]2([H])C3([H])C([H])=C(S(=O)(=O)N([H])[H])SC3([H])S(=O)(=O)[C@@]([H])(C([H])([H])[H])C2([H])[H])[C@@]1([H])C([H])([H])/C([H])=C(/[H])C([H])([H])C([H])([H])C([H])([H])C(=O)OC([H])(C([H])([H])[H])C([H])([H])[H],-5.52288
[H]c1nc(-n2[n-]c(C([H])([H])[H])c(C(=O)N([H])c3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])c2=O)c([H])c([H])c1[H],-5.21467
[H]c1nc(-c2c([H])c(F)c([H])c([H])c2F)c(-c2c([H])c([H])c3nnc(C([H])(C([H])([H])[H])C([H])([H])[H])n3c2[H])o1,-4.36653
[H]c1c([H])c([H])c2c(c1[H])Sc1c([H])c([H])c(C([H])([H])C(=O)[O-])c([H])c1N2C([H])([H])C([H])([H])C([H])([H])[N+]1([H])C([H])([H])C([H])([H])N(c2c([H])c(=O)n(C([H])([H])[H])c(=O)n2C([H])([H])[H])C([H])([H])C1([H])[H],-4.91009
[H]c1c([H])c([H])c(C([H])([H])[C@@]([H])(C(=O)[N+]([H])(C([H])([H])[H])[C@@]([H])(C(=O)[N+]([H])(C([H])([H])[H])[C@]([H])(C(=O)N([H])[H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])N(C(=O)C([H])([H])[H])C([H])([H])[H])c([H])c1[H],-4.69465
[H]c1nc(N([H])[H])c(C(=O)N([H])c2c([H])c([H])c([H])c([H])c2[H])nc1-c1c([H])c([H])c(S(=O)(=O)C([H])(C([H])([H])[H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],-4.76955
[H]c1c([H])c(OC([H])([H])C([H])([H])n2nc(-c3c(C([H])([H])[H])n(C([H])([H])C(=O)[O-])c4c([H])c([H])c(Cl)c([H])c34)c3c([H])c([H])c([H])c([H])c3c2=O)c([H])c([H])c1Cl,-6.69897
[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(OC([H])([H])C([H])([H])c2c(C([H])([H])[H])c([O-])c3c(c2C([H])([H])[H])C(=O)C(C([H])([H])[H])(C([H])([H])[H])C3([H])[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H],-6.01055
[H]c1nc([H])c(C([H])([H])Oc2c([H])c([H])c(-c3c([H])c([H])c([H])c4nc(N([H])C(=O)C5([H])C([H])([H])C5([H])[H])nn34)c([H])c2[H])c([H])c1[H],-4.43652
[H]c1nn(C([H])([H])[C@@]2([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])c3c([H])c([H])c([H])c([H])c3OC([H])([H])C([H])([H])[N+]([H])([H])[C@]([H])(C([H])([H])c3c([H])c([H])c([H])c(Cl)c3[H])C(=O)N([H])[C@]([H])(C([H])(C([H])([H])[H])C([H])([H])[H])C(=O)N2[H])c([H])c1[H],-4.82391
[H]OC([H])([H])C(=O)[N+]1([H])C([H])([H])c2sc(-c3c([H])c([H])c(OC([H])([H])C([H])([H])C([H])([H])N4C([H])([H])C([H])([H])C([H])([H])[C@@]4([H])C([H])([H])[H])c([H])c3[H])nc2C([H])([H])C1([H])[H],-5.12494
[H]c1nc([H])n(C([H])([H])c2c([H])c([H])c([H])c(Oc3c([H])c(C([H])([H])[H])c(Cl)c(C([H])([H])[H])c3[H])c2[H])c1[H],-4.67778
[H]O/N=C1/c2c([H])c([H])c(N([H])c3c(-c4nc([H])c([H])c([H])n4)oc4c([H])nc([H])c([H])c34)c([H])c2C([H])([H])C1([H])[H],-5.09691
[H]ON([H])C(=O)[C@@]1([H])C([H])([H])[C@]([H])(OC(=O)N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])[N+]([H])(C([H])([H])[H])[C@]1([H])C(=O)N1C([H])([H])C([H])([H])N(c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])C1([H])[H],-6.04576
[H]c1c([H])c(-c2c([H])c([H])c(C([H])([H])[C@@]([H])(C#N)N([H])C(=O)[C@]3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@]3([H])[N+]([H])([H])[H])c([H])c2[H])c([H])c([H])c1C#N,-4.95861
[H]c1c([H])c(Cl)c([H])c(S(=O)(=O)c2c([H])c([H])c3c(c2[H])c2c(n3C([H])([H])[H])C([H])([H])C3([H])N([H])C2([H])C([H])([H])C3([H])[H])c1[H],-5.09583
[H]c1c([H])c(-c2c([H])c([H])c(C([H])([H])[C@@]([H])(C(=O)[N+]3([H])C([H])([H])SC([H])([H])C3([H])[H])[N+]([H])([H])[H])c([H])c2[H])c([H])c([H])c1F,-4.77469
[H]c1nc([H])c([H])c(-c2nn(C([H])([H])[H])c(N([H])C(=O)[C@]([H])(C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])[N+]([H])([H])C([H])([H])C(=O)[O-])c2[H])c1[H],-6.04576
[H]c1c([H])c([H])c2c(c1[H])Sc1c([H])c([H])c(C(C(=O)[O-])(C([H])([H])[H])C([H])([H])[H])c([H])c1N2C([H])([H])C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])N(c2c([H])c(=O)n(C([H])([H])[H])c(=O)n2C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H],-5.0
[H]OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])c1nc(C(=O)C([H])([H])[H])n([H])c1C([H])([H])[H],-5.02826
[H]c1c([H])c([H])c2c(c1[H])N(C([H])([H])C([H])([H])C([H])([H])[N+]1([H])C([H])([H])C([H])([H])C([H])([H])[N+]([H])(C3([H])N(C([H])([H])[H])C(=O)[N+]([H])(C([H])([H])[H])C(=O)C3([H])[H])C([H])([H])C1([H])[H])c1c([H])c(C([H])(C(=O)[O-])C([H])([H])[H])c([H])c([H])c1OC2([H])[H],-5.71897
[H]c1[n-]c(=O)c(-c2nc3c([H])c4c(c([H])c3[n-]2)C(=O)N(C([H])([H])[H])C4([H])[H])c([N+]([H])([H])C([H])(C([H])([H])[H])C([H])([H])c2c(F)c(F)c([H])c(F)c2F)c1[H],-6.61979
[H]O/[N+]([H])=C(/c1nonc1N([H])[H])N([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H],-4.40894
[H]c1c([H])c([H])c(C([H])(Oc2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])[H])c([H])c1[H],-4.54975
[H]c1c(C#N)c(N2C([H])([H])C([H])([H])C([H])(C(=O)[N-]S(=O)(=O)C([H])([H])c3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])C([H])([H])C2([H])[H])nc(C([H])([H])[H])c1C(=O)OC([H])([H])C([H])([H])[H],-4.39794
[H]c1c([H])c([H])c(C([H])([H])n2c(=O)c3c(nc([S-])n3C([H])([H])[H])n(C([H])([H])[H])c2=O)c([H])c1[H],-5.0
[H]OC([H])([H])C(=O)[C@]1([H])C([H])([H])C([H])([H])[C@@]2([H])[C@]1(C([H])([H])[H])C([H])([H])[C@@]([H])(O[H])[C@]1([H])[C@@]2([H])C([H])([H])C([H])([H])C2=C([H])C(=O)C([H])([H])C([H])([H])[C@@]21C([H])([H])[H],-4.48545
[H]c1c([H])c(Oc2c([H])c3c([H])nc([N+]([H])([H])C4([H])C([H])([H])C([H])([H])OC([H])([H])C4([H])[H])nc3n(C([H])([H])[H])c2=O)c(F)c([H])c1F,-4.48149
[H]ON([H])C(=O)[C@@]1([H])C([H])([H])C([H])([H])[N+]([H])(C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[C@@]1([H])N([H])C(=O)c1c([H])c([H])c(OC([H])([H])c2c([H])c(C([H])([H])[H])nc3c([H])c([H])c([H])c([H])c23)c([H])c1[H],-7.0
[H]ON(C(=O)[N+]([H])([H])C([H])([H])c1nc([H])c(-c2c([H])c(Cl)c([H])c(F)c2-c2nnn(C([H])([H])[H])n2)c([H])c1F)C1([H])C([H])([H])C([H])([H])C(F)(F)C([H])([H])C1([H])[H],-4.61979
[H]c1nc(C([H])([H])N2C([H])([H])C([H])([H])N(C([H])([H])c3sc4c(N5C([H])([H])C([H])([H])OC([H])([H])C5([H])[H])nc(-c5c([H])c([H])c([H])c6[n-]nc([H])c56)nc4c3[H])C([H])([H])C2([H])[H])sc1[H],-6.0
[H]Oc1c([H])c([H])c([H])c([H])c1C(=O)[N+]1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])c1nn2c(=O)c(C([H])([H])[H])c(C([H])([H])[H])n([H])c2c1[H],-6.22185
[H]c1c(C(=O)[O-])oc(-c2c([H])c([H])c(C(=S)[N+]([H])([H])C([H])([H])c3c([H])c([H])c(-c4c([H])c(C(=O)[O-])nn4-c4c([H])c([H])c(Cl)c(Cl)c4[H])c([H])c3[H])c(Cl)c2[H])c1[H],-6.67778
[H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C2([H])[H])c([H])c(-c2nc(=O)c3c(C([H])([H])[H])nc(C([H])([H])C([H])([H])C([H])([H])[H])n3[n-]2)c1OC([H])([H])C([H])([H])[H],-4.68613
[H]c1oc2c([H])c([O-])c([H])c([H])c2c(=O)c1-c1c([H])c([H])c([O-])c([H])c1[H],-4.67985
